sample_name	age	bmi	sex	race	title	updrs	height	weight	cage_id	cohoused	genotype	hy_stage	latitude	pd_class	age_units	elevation	env_biome	longitude	cage_mates	host_taxid	life_stage	description	env_feature	env_package	medications	sample_type	alt_pd_class	donor_status	env_material	geo_loc_name	mice_in_cage	qiita_empo_1	qiita_empo_2	qiita_empo_3	dna_extracted	disease_status	fecal_donor_id	host_body_site	pd_class_score	sem_group_beam	anonymized_name	hind_limb_score	host_subject_id	mean_group_beam	scientific_name	disease_duration	host_body_habitat	host_body_product	day_post_transplant	sem_group_pole_time	collection_timestamp	fecal_pellets_15_min	host_scientific_name	mean_group_pole_time	constipation_duration	constipation_severity	constipation_re_diagnosis	sem_adhesive_removal_time	mean_adhesive_removal_time	physical_specimen_location	physical_specimen_remaining	qiita_study_id
10483.recip.560.ASO.HC4.D21	12	not provided	male	not provided	sampson_mazmanian_parkinsons_mice		not provided	0.0338	c18	true	thy1-asyn	not provided	34.1386	early stage pd	weeks	263	urban biome	-118.1255	317	10090	adult	Role of Gut Microbiota in Pathophysiology of Parkinson's Disease	animal-associated habitat	host-associated	not provided	feces	susceptible, healthy	healthy	feces	USA:CA:Pasadena	2				TRUE	not provided	dys_200a	uberon:feces	2	0.6384	C59	0	318	6.003	mouse gut metagenome	not provided	uberon:feces	uberon:feces	49	0.4602	11/12/2015 10:00	8	mus musculus	6.171	not provided	not provided	not provided	0.4423	2.315	UCSDMI	TRUE	10483
10483.BLANK6.6D	not applicable	not applicable	not applicable	not applicable	sampson_mazmanian_parkinsons_mice	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	32.842674	not applicable	not applicable	193	urban biome	-117.257767	not applicable	not applicable	not applicable	Role of Gut Microbiota in Pathophysiology of Parkinson's Disease	research facility	misc environment	not applicable	control blank	not applicable	not applicable	sterile water	USA:CA:San Diego	not applicable				TRUE	not applicable	not applicable	not applicable	not applicable	not applicable	BLANK6.6D	not applicable	BLANK6.6D	not applicable	metagenome	not applicable	not applicable	not applicable	not applicable	not applicable	04/25/2016 12:00	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	UCSDMI	FALSE	10483
10483.NA7	not applicable	not applicable	not applicable	not applicable	sampson_mazmanian_parkinsons_mice	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	32.842674	not applicable	not applicable	193	urban biome	-117.257767	not applicable	not applicable	not applicable	Role of Gut Microbiota in Pathophysiology of Parkinson's Disease	research facility	misc environment	not applicable	control blank	not applicable	not applicable	sterile water	USA:CA:San Diego	not applicable	Control	Negative	Sterile water blank	TRUE	not applicable	not applicable	not applicable	not applicable	not applicable	NA7	not applicable	NA7	not applicable	metagenome	not applicable	not applicable	not applicable	not applicable	not applicable	04/25/2016 12:00	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	UCSDMI	FALSE	10483
10483.BLANK7.8A	not applicable	not applicable	not applicable	not applicable	sampson_mazmanian_parkinsons_mice	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	32.842674	not applicable	not applicable	193	urban biome	-117.257767	not applicable	not applicable	not applicable	Role of Gut Microbiota in Pathophysiology of Parkinson's Disease	research facility	misc environment	not applicable	control blank	not applicable	not applicable	sterile water	USA:CA:San Diego	not applicable				TRUE	not applicable	not applicable	not applicable	not applicable	not applicable	BLANK7.8A	not applicable	BLANK7.8A	not applicable	metagenome	not applicable	not applicable	not applicable	not applicable	not applicable	04/25/2016 12:00	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	UCSDMI	FALSE	10483
10483.BLANK7.9A	not applicable	not applicable	not applicable	not applicable	sampson_mazmanian_parkinsons_mice	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	32.842674	not applicable	not applicable	193	urban biome	-117.257767	not applicable	not applicable	not applicable	Role of Gut Microbiota in Pathophysiology of Parkinson's Disease	research facility	misc environment	not applicable	control blank	not applicable	not applicable	sterile water	USA:CA:San Diego	not applicable				TRUE	not applicable	not applicable	not applicable	not applicable	not applicable	BLANK7.9A	not applicable	BLANK7.9A	not applicable	metagenome	not applicable	not applicable	not applicable	not applicable	not applicable	04/25/2016 12:00	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	UCSDMI	FALSE	10483
10483.BLANK7.5C	not applicable	not applicable	not applicable	not applicable	sampson_mazmanian_parkinsons_mice	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	32.842674	not applicable	not applicable	193	urban biome	-117.257767	not applicable	not applicable	not applicable	Role of Gut Microbiota in Pathophysiology of Parkinson's Disease	research facility	misc environment	not applicable	control blank	not applicable	not applicable	sterile water	USA:CA:San Diego	not applicable				TRUE	not applicable	not applicable	not applicable	not applicable	not applicable	BLANK7.5C	not applicable	BLANK7.5C	not applicable	metagenome	not applicable	not applicable	not applicable	not applicable	not applicable	04/25/2016 12:00	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	UCSDMI	FALSE	10483
10483.BLANK1.1F	not applicable	not applicable	not applicable	not applicable	sampson_mazmanian_parkinsons_mice	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	32.842674	not applicable	not applicable	193	urban biome	-117.257767	not applicable	not applicable	not applicable	Role of Gut Microbiota in Pathophysiology of Parkinson's Disease	research facility	misc environment	not applicable	control blank	not applicable	not applicable	sterile water	USA:CA:San Diego	not applicable	Control	Negative	Sterile water blank	TRUE	not applicable	not applicable	not applicable	not applicable	not applicable	BLANK1.1F	not applicable	BLANK1.1F	not applicable	metagenome	not applicable	not applicable	not applicable	not applicable	not applicable	04/25/2016 12:00	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	UCSDMI	FALSE	10483
10483.BLANK1.1E	not applicable	not applicable	not applicable	not applicable	sampson_mazmanian_parkinsons_mice	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	32.842674	not applicable	not applicable	193	urban biome	-117.257767	not applicable	not applicable	not applicable	Role of Gut Microbiota in Pathophysiology of Parkinson's Disease	research facility	misc environment	not applicable	control blank	not applicable	not applicable	sterile water	USA:CA:San Diego	not applicable				TRUE	not applicable	not applicable	not applicable	not applicable	not applicable	BLANK1.1E	not applicable	BLANK1.1E	not applicable	metagenome	not applicable	not applicable	not applicable	not applicable	not applicable	04/25/2016 12:00	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	UCSDMI	FALSE	10483
10483.recip.464.WT.PD3.D7	55	26.8	male	caucasian	sampson_mazmanian_parkinsons_mice		not provided	not provided	not provided	not provided	not provided	not provided	34.1386	not provided	years	767	urban biome	-118.1255	not provided	9606	adult	Role of Gut Microbiota in Pathophysiology of Parkinson's Disease	human-associated habitat	human-gut	none	feces	not provided	healthy	feces	USA:CA:Pasadena	not provided	Host-associated	Animal	Animal distal gut	TRUE	healthy	dys_108a	uberon:feces	not provided	not provided	A6	not provided	DYS_108A	not provided	human gut metagenome	not provided	uberon:feces	uberon:feces	not provided	not provided	restricted access	not provided	homo sapiens	not provided	not provided	not provided	not provided	not provided	not provided	UCSDMI	TRUE	10483
10483.BLANK7.5F	not applicable	not applicable	not applicable	not applicable	sampson_mazmanian_parkinsons_mice	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	32.842674	not applicable	not applicable	193	urban biome	-117.257767	not applicable	not applicable	not applicable	Role of Gut Microbiota in Pathophysiology of Parkinson's Disease	research facility	misc environment	not applicable	control blank	not applicable	not applicable	sterile water	USA:CA:San Diego	not applicable				TRUE	not applicable	not applicable	not applicable	not applicable	not applicable	BLANK7.5F	not applicable	BLANK7.5F	not applicable	metagenome	not applicable	not applicable	not applicable	not applicable	not applicable	04/25/2016 12:00	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	UCSDMI	FALSE	10483
10483.BLANK4.5H	not applicable	not applicable	not applicable	not applicable	sampson_mazmanian_parkinsons_mice	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	32.842674	not applicable	not applicable	193	urban biome	-117.257767	not applicable	not applicable	not applicable	Role of Gut Microbiota in Pathophysiology of Parkinson's Disease	research facility	misc environment	not applicable	control blank	not applicable	not applicable	sterile water	USA:CA:San Diego	not applicable				TRUE	not applicable	not applicable	not applicable	not applicable	not applicable	BLANK4.5H	not applicable	BLANK4.5H	not applicable	metagenome	not applicable	not applicable	not applicable	not applicable	not applicable	04/25/2016 12:00	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	UCSDMI	FALSE	10483
10483.BLANK7.5D	not applicable	not applicable	not applicable	not applicable	sampson_mazmanian_parkinsons_mice	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	32.842674	not applicable	not applicable	193	urban biome	-117.257767	not applicable	not applicable	not applicable	Role of Gut Microbiota in Pathophysiology of Parkinson's Disease	research facility	misc environment	not applicable	control blank	not applicable	not applicable	sterile water	USA:CA:San Diego	not applicable				TRUE	not applicable	not applicable	not applicable	not applicable	not applicable	BLANK7.5D	not applicable	BLANK7.5D	not applicable	metagenome	not applicable	not applicable	not applicable	not applicable	not applicable	04/25/2016 12:00	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	UCSDMI	FALSE	10483
10483.BLANK3.3D	not applicable	not applicable	not applicable	not applicable	sampson_mazmanian_parkinsons_mice	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	32.842674	not applicable	not applicable	193	urban biome	-117.257767	not applicable	not applicable	not applicable	Role of Gut Microbiota in Pathophysiology of Parkinson's Disease	research facility	misc environment	not applicable	control blank	not applicable	not applicable	sterile water	USA:CA:San Diego	not applicable				TRUE	not applicable	not applicable	not applicable	not applicable	not applicable	BLANK3.3D	not applicable	BLANK3.3D	not applicable	metagenome	not applicable	not applicable	not applicable	not applicable	not applicable	04/25/2016 12:00	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	UCSDMI	FALSE	10483
10483.recip.614.WT.PD5.D7	6	not provided	male	not provided	sampson_mazmanian_parkinsons_mice		not provided	not provided	c74	false	bdf1	not provided	34.1386	intermediate	weeks	263	urban biome	-118.1255	single	10090	adult	Role of Gut Microbiota in Pathophysiology of Parkinson's Disease	animal-associated habitat	host-associated	not provided	feces	nonsusceptible, pd	pd	feces	USA:CA:Pasadena	1	Host-associated	Animal	Animal distal gut	TRUE	not provided	pdgi_9	uberon:feces	3	not provided	F13	not provided	631	not provided	mouse gut metagenome	not provided	uberon:feces	uberon:feces	7	not provided	02/22/2016 10:00	not provided	mus musculus	not provided	not provided	not provided	not provided	not provided	not provided	UCSDMI	TRUE	10483
10483.BLANK4.5F	not applicable	not applicable	not applicable	not applicable	sampson_mazmanian_parkinsons_mice	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	32.842674	not applicable	not applicable	193	urban biome	-117.257767	not applicable	not applicable	not applicable	Role of Gut Microbiota in Pathophysiology of Parkinson's Disease	research facility	misc environment	not applicable	control blank	not applicable	not applicable	sterile water	USA:CA:San Diego	not applicable				TRUE	not applicable	not applicable	not applicable	not applicable	not applicable	BLANK4.5F	not applicable	BLANK4.5F	not applicable	metagenome	not applicable	not applicable	not applicable	not applicable	not applicable	04/25/2016 12:00	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	UCSDMI	FALSE	10483
10483.BLANK7.5A	not applicable	not applicable	not applicable	not applicable	sampson_mazmanian_parkinsons_mice	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	32.842674	not applicable	not applicable	193	urban biome	-117.257767	not applicable	not applicable	not applicable	Role of Gut Microbiota in Pathophysiology of Parkinson's Disease	research facility	misc environment	not applicable	control blank	not applicable	not applicable	sterile water	USA:CA:San Diego	not applicable				TRUE	not applicable	not applicable	not applicable	not applicable	not applicable	BLANK7.5A	not applicable	BLANK7.5A	not applicable	metagenome	not applicable	not applicable	not applicable	not applicable	not applicable	04/25/2016 12:00	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	UCSDMI	FALSE	10483
